food_name,category,calories_kcal,carbs_g,protein_g,fat_g,sugar_g,fiber_g,calcium_mg,sodium_mg
부추 겉절이,생채·무침류,12,2,1,1,0,0,9,89
부추 채소무침,생채·무침류,11,2,1,0,1,0,9,86
부추 초무침,생채·무침류,12,2,1,0,0,0,7,94
브로콜리 두부무침,생채·무침류,18,3,1,0,1,0,11,84
브로콜리무침,생채·무침류,16,4,1,0,1,0,8,88
삼색냉채,생채·무침류,102,11,8,3,5,1,34,548
새싹 샐러드,생채·무침류,122,5,1,11,2,1,24,77
새우무침,생채·무침류,87,4,10,3,2,0,501,125
소라무침,생채·무침류,111,7,17,1,1,0,77,50
청포묵 무침,생채·무침류,64,10,2,3,1,2,16,423
파래무침,생채·무침류,15,3,1,0,0,1,22,215
파래무침(무),생채·무침류,21,4,1,1,1,1,31,167
파래무침(액젓),생채·무침류,22,3,2,1,0,1,35,321
풋고추된장무침,생채·무침류,22,4,1,0,1,1,8,195
풋마늘무침,생채·무침류,27,6,1,1,2,1,24,108
피조개무침,생채·무침류,116,14,11,2,7,2,68,460
가오리회무침,생채·무침류,127,17,13,1,9,3,146,443
감자샐러드,생채·무침류,129,12,2,8,2,1,14,246
겨자채,생채·무침류,180,6,8,13,3,1,20,27
단호박 샐러드,생채·무침류,62,5,1,5,1,1,4,42
달걀 샐러드,생채·무침류,263,9,10,21,1,1,35,289
닭가슴살 샐러드(마요네즈),생채·무침류,162,8,12,9,3,2,33,225
닭가슴살 샐러드(드레싱),생채·무침류,111,6,12,4,3,2,33,168
닭고기냉채,생채·무침류,108,9,16,1,4,2,60,32
닭튀김 샐러드,생채·무침류,237,12,11,16,3,2,36,306
부추무침(양파),생채·무침류,10,2,1,0,0,0,8,84
부추무침(채소),생채·무침류,12,2,1,1,0,0,9,89
북어채무침,생채·무침류,134,6,21,2,2,0,86,264
샐러드(단호박),생채·무침류,64,5,1,5,1,1,5,41
양장피,생채·무침류,279,18,37,6,10,6,183,1247
얼갈이 겉절이,생채·무침류,23,4,1,1,1,2,81,190
오이무침,생채·무침류,38,6,1,1,3,1,22,3
오이생채(부추),생채·무침류,8,2,0,0,0,0,6,97
오이생채(양파),생채·무침류,24,5,1,0,2,1,19,154
오이생채(고추장),생채·무침류,20,4,1,0,2,0,11,222
오이지무침,생채·무침류,43,3,1,3,1,0,12,372
오이지무침(고추),생채·무침류,14,2,0,0,0,0,14,911
오징어무침(채소),생채·무침류,50,4,7,1,2,0,12,174
오징어채무침,생채·무침류,100,8,12,2,3,0,23,350
참나물 겉절이,생채·무침류,8,1,0,0,0,0,12,49
참나물 겉절이(단감),생채·무침류,11,2,0,0,0,0,12,48
도라지생채(북어),생채·무침류,106,9,14,2,3,1,65,520
도토리묵무침,생채·무침류,56,12,1,1,0,1,18,179
돌나물,생채·무침류,22,5,1,0,2,0,43,139
두릅무침,생채·무침류,63,10,3,2,3,1,37,1258
마늘장아찌무침,생채·무침류,40,9,1,0,4,0,4,322
마늘쫑무침,생채·무침류,28,6,1,0,2,1,28,101
무말랭이무침(오징어),생채·무침류,150,21,10,3,6,6,98,283
무생채(굴),생채·무침류,40,6,3,1,3,1,33,675
무생채(미나리),생채·무침류,39,7,1,1,3,2,26,507
미나리무침,생채·무침류,10,1,0,0,0,0,12,86
미나리무침(고추장),생채·무침류,20,4,1,0,1,1,19,109
쑥갓나물(두부),나물·숙채류,16,1,2,1,0,0,32,94
쑥갓나물(모듬채소),나물·숙채류,12,1,1,1,0,0,30,110
씀바귀나물,나물·숙채류,23,4,1,1,1,1,18,178
애호박나물,나물·숙채류,18,3,1,1,1,1,10,81
양배추 초나물,나물·숙채류,75,11,2,3,6,2,50,198
얼갈이 나물,나물·숙채류,48,4,2,3,0,2,175,1483
오이나물,나물·숙채류,79,3,1,7,1,0,24,338
토란대나물,나물·숙채류,16,2,0,1,0,0,32,87
간재미회무침,생채·무침류,127,17,13,1,9,3,146,443
개고기무침,생채·무침류,750,23,47,55,5,14,260,688
곤약무침(마요네즈),생채·무침류,62,3,1,6,0,1,34,89
골뱅이무침(소면),생채·무침류,306,42,25,5,17,4,75,1035
과일샐러드,생채·무침류,112,10,1,8,7,1,9,56
굴무침(채소),생채·무침류,20,2,2,1,0,0,66,155
굴무침(무),생채·무침류,14,2,1,0,0,0,44,160
낙지무침,생채·무침류,88,7,14,1,2,1,45,678
다시마무침,생채·무침류,39,4,2,2,0,2,70,322
고사리나물,나물·숙채류,20,2,2,1,0,1,11,100
고춧잎나물,나물·숙채류,18,2,1,1,0,0,77,95
근대나물,나물·숙채류,56,6,2,3,0,2,56,460
냉이초나물,나물·숙채류,77,12,4,2,2,4,162,261
도라지나물,나물·숙채류,22,3,0,1,0,1,11,80
머위나물,나물·숙채류,15,1,1,1,0,0,28,110
모듬배추나물(된장),나물·숙채류,40,5,2,2,2,2,108,324
무나물,나물·숙채류,17,2,0,1,0,0,13,82
무청나물,나물·숙채류,80,6,3,5,0,3,251,367
민들레무침,나물·숙채류,14,2,1,0,0,0,24,122
방풍나물(고추장),나물·숙채류,18,4,1,0,0,1,44,72
방풍나물(된장),나물·숙채류,16,2,1,0,0,1,42,75
방풍나물(소금),나물·숙채류,12,2,1,0,0,1,38,54
부추나물,나물·숙채류,9,1,1,0,0,0,10,68
비름나물,나물·숙채류,14,2,1,0,0,1,43,74
비름나물(간장),나물·숙채류,12,1,1,1,0,1,41,95
비름나물(된장),나물·숙채류,14,2,1,1,0,1,49,96
쑥갓나물,나물·숙채류,10,1,1,0,0,0,28,141
